,Image Path,Label
29218,rev01/6/6_20201031 (2546).JPG,RABBIT
28505,rev01/6/6_20201110 (3320).JPG,LEPORID
36,rev07/25/25_20210420 (2138).JPG,EMPTY
4187,rev05/22/22_20210317 (2207).JPG,CERVIDAE
11825,rev14/10/10_20211206 (3843).JPG,WILDBOAR
11721,rev05/15/15_20210316 (10596).JPG,WILDBOAR
7252,rev15/50/50_20211220 (857).JPG,DEER
6398,rev14/21/21_20211127 (2911).JPG,DEER
25452,rev02/15/15_20201127 (3312).JPG,HORSE
15932,rev13/17/17_20211023 (666).JPG,MONGOOSE
15858,rev04/36/36_20210216 (1166).JPG,MONGOOSE
19048,rev11/47/47_20210829 (603).JPG,GENET
29701,rev06/2/2_20210406 (4405).JPG,HARE
20514,rev14/45/45_20211215 (409).JPG,COW
28855,rev06/2/2_20210324 (913).JPG,LEPORID
22036,rev01/15/15_20201107 (8060).JPG,COW
26471,rev14/4/4_20211122 (101).JPG,HORSE
28715,rev01/6/6_20201031 (2541).JPG,LEPORID
12012,rev10/9/9_20210810 (2716).JPG,FOX
23789,rev13/9/9_20211021 (1217).JPG,FALLOWDEER
17168,rev06/18/18_20210319 (9).JPG,HUMANORVEHICLE
17591,rev15/21/21_20220103 (6286).JPG,HUMANORVEHICLE
1746,rev13/21/21_20211118 (6232).JPG,EMPTY
24258,rev14/10/10_20211211 (4997).JPG,FALLOWDEER
11080,rev04/15/15_20210131 (7930).JPG,WILDBOAR
19011,rev07/11/11_20210508 (3253).JPG,GENET
20894,rev06/2/2_20210417 (8130).JPG,COW
29722,rev03/2/2_20201226 (2608).JPG,HARE
3955,rev01/34/34_20201024 (157).JPG,CERVIDAE
28954,rev01/40/40_20201026 (729).JPG,LEPORID
3428,rev01/26/26_20201101 (3255).JPG,CERVIDAE
4681,rev14/25/25_20211130 (297).JPG,CERVIDAE
21226,rev03/21/21_20210104 (4485).JPG,COW
8402,rev14/10/10_20211209 (4555).JPG,DEER
14238,rev12/47/47_20210918 (146).JPG,FOX
4747,rev05/5/5_20210315 (1689).JPG,CERVIDAE
15929,rev03/28/28_20201226 (3299).JPG,MONGOOSE
6302,rev14/10/10_20211210 (4650).JPG,DEER
5492,rev14/28/28_20211124 (41).JPG,CERVIDAE
17535,rev14/38/38_20211217 (1298).JPG,HUMANORVEHICLE
12807,rev07/48/48_20210507 (651).JPG,FOX
16295,rev06/48/48_20210418 (260).JPG,HUMANORVEHICLE
11199,rev05/31/31_20210314 (1027).JPG,WILDBOAR
25119,rev04/2/2_20210124 (3544).JPG,FALLOWDEER
10107,rev03/33/33_20201222 (184).JPG,WILDBOAR
28631,rev06/2/2_20210328 (3181).JPG,LEPORID
27125,rev13/4/4_20211025 (2407).JPG,HORSE
5828,rev13/19/19_20211118 (729).JPG,CERVIDAE
10638,rev14/33/33_20211202 (193).JPG,WILDBOAR
28872,rev06/2/2_20210409 (5443).JPG,LEPORID
7351,rev05/3/3_20210308 (121).JPG,DEER
17634,rev14/21/21_20211216 (9636).JPG,HUMANORVEHICLE
6929,rev12/49/49_20210916 (29).JPG,DEER
20387,rev10/9/9_20210805 (2007).JPG,COW
21589,rev06/2/2_20210414 (7776).JPG,COW
7236,rev04/21/21_20210116 (463).JPG,DEER
22267,rev04/9/9_20210213 (1316).JPG,FALLOWDEER
21828,rev07/21/21_20210424 (2016).JPG,COW
8991,rev08/5/5_20210604 (4534).JPG,DEER
21597,rev14/4/4_20211216 (5536).JPG,COW
4861,rev04/18/18_20210127 (1189).JPG,CERVIDAE
10844,rev04/11/11_20210128 (364).JPG,WILDBOAR
6908,rev03/37/37_20201218 (472).JPG,DEER
16504,rev03/10/10_20201218 (21).JPG,HUMANORVEHICLE
12870,rev07/47/47_20210510 (1459).JPG,FOX
12436,rev08/11/11_20210530 (4340).JPG,FOX
13491,rev01/43/43_20201115 (29).JPG,FOX
8581,rev14/2/2_20211213 (2509).JPG,DEER
28757,rev01/21/21_20201030 (1459).JPG,LEPORID
27255,rev04/2/2_20210204 (7180).JPG,HORSE
8250,rev14/1/1_20211129 (588).JPG,DEER
1257,rev09/39/39_20210706 (17358).JPG,EMPTY
6680,rev14/28/28_20211214 (2024).JPG,DEER
8930,rev08/1/1_20210518 (160).JPG,DEER
18869,rev03/4/4_20210117 (9217).JPG,HUMANORVEHICLE
16320,rev14/38/38_20211217 (1252).JPG,HUMANORVEHICLE
270,rev11/5/5_20210817 (720).JPG,EMPTY
2822,rev10/49/49_20210724 (5062).JPG,EMPTY
1973,rev06/25/25_20210417 (10950).JPG,EMPTY
29301,rev01/6/6_20201031 (2514).JPG,RABBIT
13628,rev03/31/31_20201230 (359).JPG,FOX
14633,rev11/42/42_20210902 (898).JPG,FOX
16276,rev13/10/10_20211013 (463).JPG,HUMANORVEHICLE
16651,rev08/46/46_20210618 (2122).JPG,HUMANORVEHICLE
25628,rev03/15/15_20210108 (6633).JPG,HORSE
2770,rev13/32/32_20211110 (5095).JPG,EMPTY
21825,rev01/15/15_20201104 (3709).JPG,COW
2329,rev11/49/49_20210816 (5176).JPG,EMPTY
21945,rev09/9/9_20210630 (1675).JPG,COW
5935,rev01/16/16_20201106 (212).JPG,CERVIDAE
9467,rev06/19/19_20210404 (1430).JPG,WILDBOAR
15439,rev03/31/31_20210105 (467).JPG,BADGER
7991,rev14/21/21_20211127 (2845).JPG,DEER
1894,rev14/39/39_20211208 (3924).JPG,EMPTY
20992,rev09/44/44_20210710 (1328).JPG,COW
16702,rev06/18/18_20210319 (2).JPG,HUMANORVEHICLE
17920,rev09/28/28_20210615 (16).JPG,HUMANORVEHICLE
17855,rev03/25/25_20201222 (157).JPG,HUMANORVEHICLE
17753,rev10/45/45_20210712 (1).JPG,HUMANORVEHICLE
17124,rev11/10/10_20210816 (1).JPG,HUMANORVEHICLE
29044,rev14/4/4_20211214 (3825).JPG,LEPORID
17572,rev07/35/35_20210515 (1548).JPG,HUMANORVEHICLE
13858,rev04/42/42_20210207 (264).JPG,FOX
28171,rev03/7/7_20210103 (944).JPG,LEPORID
14415,rev07/11/11_20210429 (1577).JPG,FOX
6044,rev14/21/21_20211127 (2706).JPG,DEER
15052,rev04/11/11_20210126 (297).JPG,BADGER
21222,rev14/9/9_20211203 (1510).JPG,COW
17617,rev07/48/48_20210418 (7).JPG,HUMANORVEHICLE
19688,rev03/21/21_20201228 (1938).JPG,COW
5392,rev13/10/10_20211108 (4680).JPG,CERVIDAE
19797,rev05/2/2_20210311 (3414).JPG,COW
18167,rev14/17/17_20211216 (713).JPG,HUMANORVEHICLE
21402,rev05/21/21_20210220 (188).JPG,COW
17984,rev05/10/10_20210219 (2).JPG,HUMANORVEHICLE
24409,rev07/47/47_20210512 (1601).JPG,FALLOWDEER
10172,rev04/15/15_20210130 (6900).JPG,WILDBOAR
21406,rev03/21/21_20201228 (2307).JPG,COW
29517,rev14/21/21_20211210 (7229).JPG,HARE
9609,rev13/24/24_20211101 (2075).JPG,WILDBOAR
9308,rev13/49/49_20211120 (3289).JPG,WILDBOAR
16618,rev01/8/8_20201117 (404).JPG,HUMANORVEHICLE
23680,rev14/9/9_20211213 (2196).JPG,FALLOWDEER
23207,rev04/33/33_20210123 (104).JPG,FALLOWDEER
25877,rev14/10/10_20211203 (3085).JPG,HORSE
10730,rev04/15/15_20210130 (6742).JPG,WILDBOAR
562,rev09/49/49_20210705 (25828).JPG,EMPTY
10208,rev14/9/9_20211215 (2509).JPG,WILDBOAR
1031,rev04/14/14_20210115 (78).JPG,EMPTY
26198,rev15/10/10_20211226 (2141).JPG,HORSE
27426,rev04/15/15_20210210 (13197).JPG,HORSE
17206,rev14/9/9_20211119 (27).JPG,HUMANORVEHICLE
7058,rev14/49/49_20211206 (1967).JPG,DEER
10599,rev01/41/41_20201027 (22).JPG,WILDBOAR
4377,rev05/15/15_20210304 (6220).JPG,CERVIDAE
26689,rev02/15/15_20201127 (3475).JPG,HORSE
24153,rev15/4/4_20220117 (6680).JPG,FALLOWDEER
22824,rev14/47/47_20211213 (336).JPG,FALLOWDEER
6976,rev14/28/28_20211215 (2122).JPG,DEER
25690,rev05/15/15_20210310 (8676).JPG,HORSE
19328,rev11/10/10_20210902 (5921).JPG,COW
18671,rev04/22/22_20210219 (848).JPG,HUMANORVEHICLE
11102,rev01/24/24_20201023 (525).JPG,WILDBOAR
27799,rev05/15/15_20210310 (8006).JPG,HORSE
17629,rev14/10/10_20211121 (2).JPG,HUMANORVEHICLE
1249,rev09/36/36_20210618 (3312).JPG,EMPTY
23529,rev15/47/47_20220110 (575).JPG,FALLOWDEER
28338,rev01/6/6_20201101 (2701).JPG,LEPORID
11322,rev01/31/31_20201027 (110).JPG,WILDBOAR
13071,rev01/34/34_20201114 (6864).JPG,FOX
28965,rev01/6/6_20201029 (1863).JPG,LEPORID
28354,rev02/11/11_20201214 (286).JPG,LEPORID
13345,rev02/15/15_20201130 (4625).JPG,FOX
10057,rev13/11/11_20211030 (246).JPG,WILDBOAR
29506,rev05/2/2_20210308 (2597).JPG,HARE
28384,rev06/20/20_20210414 (14676).JPG,LEPORID
11058,rev14/49/49_20211205 (1927).JPG,WILDBOAR
22066,rev05/35/35_20210301 (1004).JPG,COW
22709,rev05/37/37_20210308 (981).JPG,FALLOWDEER
13751,rev10/48/48_20210726 (170).JPG,FOX
27195,rev11/46/46_20210905 (3195).JPG,HORSE
7044,rev14/21/21_20211212 (8051).JPG,DEER
28199,rev15/4/4_20220105 (4224).JPG,LEPORID
25336,rev11/46/46_20210822 (1269).JPG,HORSE
17818,rev11/17/17_20210913 (13986).JPG,HUMANORVEHICLE
9877,rev04/22/22_20210218 (793).JPG,WILDBOAR
24094,rev14/21/21_20211209 (6841).JPG,FALLOWDEER
25989,rev03/2/2_20201224 (1883).JPG,HORSE
20856,rev13/17/17_20211116 (1507).JPG,COW
13311,rev14/11/11_20211209 (205).JPG,FOX
22713,rev09/9/9_20210616 (86).JPG,FALLOWDEER
4541,rev01/21/21_20201026 (212).JPG,CERVIDAE
26805,rev02/10/10_20201203 (3710).JPG,HORSE
26895,rev08/46/46_20210616 (1982).JPG,HORSE
13665,rev15/19/19_20211229 (233).JPG,FOX
17821,rev01/13/13_20201025 (80).JPG,HUMANORVEHICLE
7960,rev15/4/4_20220116 (6503).JPG,DEER
14440,rev13/35/35_20211113 (981).JPG,FOX
20974,rev14/4/4_20211216 (6855).JPG,COW
14986,rev14/2/2_20211204 (1481).JPG,FOX
7441,rev12/4/4_20211003 (1520).JPG,DEER
6255,rev14/18/18_20211122 (117).JPG,DEER
12696,rev15/4/4_20220102 (3585).JPG,FOX
28155,rev01/20/20_20201027 (368).JPG,LEPORID
8594,rev05/41/41_20210223 (136).JPG,DEER
15355,rev04/11/11_20210215 (1029).JPG,BADGER
27186,rev03/15/15_20201227 (2784).JPG,HORSE
18700,rev01/43/43_20201118 (45).JPG,HUMANORVEHICLE
65,rev09/39/39_20210704 (15443).JPG,EMPTY
21903,rev14/21/21_20211126 (1886).JPG,COW
24133,rev09/28/28_20210628 (3745).JPG,FALLOWDEER
28585,rev06/2/2_20210328 (3180).JPG,LEPORID
6185,rev14/21/21_20211203 (4004).JPG,DEER
19325,rev10/9/9_20210719 (1232).JPG,COW
25179,rev04/15/15_20210123 (1898).JPG,HORSE
13556,rev08/47/47_20210605 (1664).JPG,FOX
26755,rev10/46/46_20210721 (436).JPG,HORSE
26770,rev11/4/4_20210819 (2221).JPG,HORSE
19869,rev05/21/21_20210317 (2446).JPG,COW
5113,rev04/15/15_20210121 (870).JPG,CERVIDAE
13426,rev11/11/11_20210913 (5651).JPG,FOX
24198,rev01/21/21_20201027 (248).JPG,FALLOWDEER
25707,rev09/9/9_20210621 (501).JPG,HORSE
7512,rev15/1/1_20211218 (14).JPG,DEER
17805,rev10/50/50_20210713 (30).JPG,HUMANORVEHICLE
20556,rev03/21/21_20201219 (108).JPG,COW
21831,rev14/21/21_20211211 (7439).JPG,COW
23192,rev08/33/33_20210611 (737).JPG,FALLOWDEER
8000,rev12/4/4_20211006 (1952).JPG,DEER
16059,rev06/22/22_20210318 (1).JPG,HUMANORVEHICLE
18044,rev05/33/33_20210218 (3).JPG,HUMANORVEHICLE
73,rev14/36/36_20211208 (1482).JPG,EMPTY
1843,rev08/20/20_20210520 (3972).JPG,EMPTY
770,rev05/13/13_20210223 (851).JPG,EMPTY
11228,rev14/21/21_20211213 (8766).JPG,WILDBOAR
14679,rev13/11/11_20211108 (330).JPG,FOX
25110,rev09/9/9_20210622 (530).JPG,FALLOWDEER
17669,rev15/44/44_20211216 (5).JPG,HUMANORVEHICLE
9436,rev14/20/20_20211201 (449).JPG,WILDBOAR
29284,rev01/6/6_20201102 (2891).JPG,RABBIT
16243,rev09/41/41_20210712 (3921).JPG,HUMANORVEHICLE
18535,rev07/16/16_20210418 (1).JPG,HUMANORVEHICLE
28023,rev03/10/10_20201230 (2545).JPG,HORSE
17743,rev11/20/20_20210815 (12).JPG,HUMANORVEHICLE
13406,rev15/36/36_20220104 (101).JPG,FOX
18264,rev01/31/31_20201023 (5).JPG,HUMANORVEHICLE
5938,rev06/5/5_20210408 (2547).JPG,CERVIDAE
9679,rev07/32/32_20210426 (10078).JPG,WILDBOAR
29075,rev08/11/11_20210518 (531).JPG,LEPORID
21309,rev01/24/24_20201028 (1381).JPG,COW
4027,rev13/46/46_20211114 (323).JPG,CERVIDAE
26020,rev03/10/10_20210111 (3441).JPG,HORSE
16056,rev15/31/31_20211217 (5).JPG,HUMANORVEHICLE
17500,rev03/9/9_20210114 (2471).JPG,HUMANORVEHICLE
14377,rev06/11/11_20210418 (2431).JPG,FOX
8974,rev14/10/10_20211209 (4538).JPG,DEER
5897,rev13/10/10_20211017 (827).JPG,CERVIDAE
3963,rev01/21/21_20201116 (5840).JPG,CERVIDAE
3937,rev07/2/2_20210418 (292).JPG,CERVIDAE
17494,rev06/41/41_20210318 (2).JPG,HUMANORVEHICLE
4414,rev02/15/15_20201206 (8422).JPG,CERVIDAE
19140,rev10/9/9_20210719 (821).JPG,COW
17177,rev07/38/38_20210514 (2376).JPG,HUMANORVEHICLE
3146,rev01/21/21_20201031 (1675).JPG,CERVIDAE
26041,rev02/10/10_20201128 (1393).JPG,HORSE
21549,rev08/17/17_20210605 (384).JPG,COW
25637,rev11/35/35_20210910 (2973).JPG,HORSE
7507,rev08/28/28_20210608 (9962).JPG,DEER
16528,rev07/39/39_20210506 (2135).JPG,HUMANORVEHICLE
10767,rev14/49/49_20211203 (1643).JPG,WILDBOAR
6192,rev04/24/24_20210217 (2695).JPG,DEER
9990,rev14/20/20_20211123 (79).JPG,WILDBOAR
3514,rev07/35/35_20210512 (1052).JPG,CERVIDAE
7272,rev03/15/15_20201227 (2932).JPG,DEER
23689,rev08/28/28_20210601 (8900).JPG,FALLOWDEER
1203,rev07/25/25_20210505 (16320).JPG,EMPTY
21276,rev05/21/21_20210227 (1000).JPG,COW
9691,rev04/37/37_20210120 (412).JPG,WILDBOAR
27560,rev15/38/38_20211219 (304).JPG,HORSE
9411,rev13/48/48_20211019 (53).JPG,WILDBOAR
5255,rev08/5/5_20210524 (2611).JPG,CERVIDAE
5957,rev03/16/16_20201230 (128).JPG,CERVIDAE
27985,rev02/10/10_20201211 (5387).JPG,HORSE
12108,rev11/42/42_20210824 (513).JPG,FOX
15678,rev01/11/11_20201101 (141).JPG,BADGER
25341,rev15/10/10_20220118 (8018).JPG,HORSE
27247,rev03/10/10_20210111 (3491).JPG,HORSE
1055,rev10/49/49_20210719 (2136).JPG,EMPTY
13880,rev09/11/11_20210627 (3789).JPG,FOX
16978,rev03/4/4_20210117 (9242).JPG,HUMANORVEHICLE
19080,rev07/11/11_20210508 (3250).JPG,GENET
1525,rev08/49/49_20210523 (19440).JPG,EMPTY
24664,rev14/2/2_20211211 (2295).JPG,FALLOWDEER
25201,rev02/10/10_20201128 (1165).JPG,HORSE
5154,rev15/49/49_20211220 (135).JPG,CERVIDAE
12894,rev03/32/32_20210108 (464).JPG,FOX
14126,rev08/33/33_20210519 (31).JPG,FOX
5664,rev15/17/17_20220119 (1340).JPG,CERVIDAE
23780,rev10/46/46_20210717 (238).JPG,FALLOWDEER
16409,rev06/42/42_20210418 (414).JPG,HUMANORVEHICLE
28010,rev04/15/15_20210208 (10463).JPG,HORSE
17145,rev03/28/28_20210115 (16247).JPG,HUMANORVEHICLE
15551,rev14/11/11_20211215 (269).JPG,BADGER
27129,rev04/15/15_20210210 (13103).JPG,HORSE
2970,rev04/4/4_20210207 (3382).JPG,EMPTY
21517,rev06/17/17_20210406 (1280).JPG,COW
6999,rev14/10/10_20211129 (1367).JPG,DEER
16465,rev08/10/10_20210514 (6).JPG,HUMANORVEHICLE
493,rev05/13/13_20210223 (1641).JPG,EMPTY
17342,rev04/13/13_20210218 (71).JPG,HUMANORVEHICLE
8664,rev03/13/13_20201230 (130).JPG,DEER
15580,rev14/11/11_20211215 (267).JPG,BADGER
16120,rev04/10/10_20210115 (23).JPG,HUMANORVEHICLE
13801,rev11/41/41_20210821 (1591).JPG,FOX
10482,rev05/11/11_20210226 (308).JPG,WILDBOAR
6026,rev01/21/21_20201108 (4152).JPG,DEER
7238,rev12/46/46_20211008 (705).JPG,DEER
27334,rev09/17/17_20210618 (62).JPG,HORSE
24477,rev13/50/50_20211029 (6096).JPG,FALLOWDEER
23879,rev13/2/2_20211104 (1466).JPG,FALLOWDEER
29762,rev06/2/2_20210328 (3239).JPG,HARE
18057,rev07/8/8_20210417 (6).JPG,HUMANORVEHICLE
11141,rev14/1/1_20211217 (1770).JPG,WILDBOAR
2550,rev13/18/18_20211121 (7448).JPG,EMPTY
13301,rev14/11/11_20211214 (228).JPG,FOX
25310,rev05/15/15_20210312 (9413).JPG,HORSE
22392,rev06/33/33_20210331 (200).JPG,FALLOWDEER
10979,rev15/47/47_20220108 (549).JPG,WILDBOAR
17648,rev01/7/7_20201025 (6).JPG,HUMANORVEHICLE
14925,rev13/20/20_20211114 (1033).JPG,FOX
12929,rev07/11/11_20210421 (615).JPG,FOX
21175,rev07/21/21_20210421 (1266).JPG,COW
18878,rev03/25/25_20201222 (150).JPG,HUMANORVEHICLE
13292,rev08/11/11_20210530 (4338).JPG,FOX
12563,rev15/48/48_20211226 (15).JPG,FOX
815,rev03/28/28_20201226 (13953).JPG,EMPTY
18741,rev14/24/24_20211217 (1142).JPG,HUMANORVEHICLE
7607,rev10/50/50_20210718 (20361).JPG,DEER
4087,rev14/48/48_20211130 (172).JPG,CERVIDAE
21876,rev04/28/28_20210117 (812).JPG,COW
21025,rev07/21/21_20210419 (570).JPG,COW
23048,rev01/9/9_20201103 (573).JPG,FALLOWDEER
26073,rev14/10/10_20211211 (5078).JPG,HORSE
21246,rev11/4/4_20210831 (5024).JPG,COW
24007,rev14/22/22_20211215 (489).JPG,FALLOWDEER
20484,rev10/9/9_20210719 (999).JPG,COW
6922,rev05/36/36_20210319 (2923).JPG,DEER
8907,rev14/18/18_20211213 (2160).JPG,DEER
660,rev09/36/36_20210621 (8311).JPG,EMPTY
20336,rev14/21/21_20211206 (5618).JPG,COW
17502,rev13/16/16_20211119 (956).JPG,HUMANORVEHICLE
17671,rev07/50/50_20210417 (3).JPG,HUMANORVEHICLE
7358,rev15/21/21_20220115 (9669).JPG,DEER
17801,rev09/28/28_20210713 (6057).JPG,HUMANORVEHICLE
26207,rev05/15/15_20210219 (68).JPG,HORSE
19844,rev14/21/21_20211204 (5221).JPG,COW
17378,rev09/39/39_20210615 (16).JPG,HUMANORVEHICLE
20043,rev14/21/21_20211204 (5161).JPG,COW
1461,rev08/24/24_20210521 (18329).JPG,EMPTY
2409,rev09/36/36_20210622 (12761).JPG,EMPTY
296,rev05/35/35_20210224 (557).JPG,EMPTY
16944,rev09/18/18_20210616 (34).JPG,HUMANORVEHICLE
7548,rev11/46/46_20210830 (2156).JPG,DEER
7942,rev04/24/24_20210217 (2674).JPG,DEER
17529,rev03/3/3_20201220 (11).JPG,HUMANORVEHICLE
27697,rev11/35/35_20210910 (2807).JPG,HORSE
5789,rev06/38/38_20210327 (6578).JPG,CERVIDAE
28100,rev04/15/15_20210203 (8753).JPG,HORSE
23039,rev04/18/18_20210116 (202).JPG,FALLOWDEER
28519,rev01/6/6_20201030 (2210).JPG,LEPORID
26885,rev08/46/46_20210617 (2060).JPG,HORSE
28569,rev11/20/20_20210904 (18779).JPG,LEPORID
23228,rev11/48/48_20210906 (480).JPG,FALLOWDEER
23667,rev09/47/47_20210708 (1540).JPG,FALLOWDEER
20194,rev04/4/4_20210123 (1908).JPG,COW
12420,rev04/11/11_20210210 (835).JPG,FOX
21462,rev14/21/21_20211126 (2447).JPG,COW
9855,rev04/20/20_20210210 (978).JPG,WILDBOAR
29488,rev08/11/11_20210518 (515).JPG,HARE
19928,rev04/21/21_20210214 (2773).JPG,COW
17139,rev14/9/9_20211216 (2527).JPG,HUMANORVEHICLE
13795,rev06/20/20_20210406 (8174).JPG,FOX
8381,rev09/18/18_20210711 (1504).JPG,DEER
26764,rev03/10/10_20201230 (2549).JPG,HORSE
16861,rev13/21/21_20211119 (6992).JPG,HUMANORVEHICLE
21239,rev08/9/9_20210603 (1475).JPG,COW
18393,rev15/9/9_20220125 (2403).JPG,HUMANORVEHICLE
4190,rev03/22/22_20201227 (43).JPG,CERVIDAE
26937,rev05/15/15_20210310 (8180).JPG,HORSE
4350,rev04/2/2_20210202 (6118).JPG,CERVIDAE
8741,rev14/4/4_20211130 (1457).JPG,DEER
16375,rev08/9/9_20210615 (12938).JPG,HUMANORVEHICLE
7630,rev13/50/50_20211024 (4117).JPG,DEER
27113,rev09/46/46_20210630 (1374).JPG,HORSE
24374,rev14/9/9_20211203 (1564).JPG,FALLOWDEER
2723,rev10/49/49_20210723 (3092).JPG,EMPTY
18177,rev10/28/28_20210818 (4704).JPG,HUMANORVEHICLE
27090,rev02/10/10_20201201 (2116).JPG,HORSE
23336,rev01/9/9_20201031 (338).JPG,FALLOWDEER
16877,rev03/4/4_20210117 (9238).JPG,HUMANORVEHICLE
12459,rev13/5/5_20211111 (492).JPG,FOX
1463,rev11/24/24_20210823 (17259).JPG,EMPTY
496,rev09/39/39_20210628 (9919).JPG,EMPTY
25287,rev11/46/46_20210911 (3880).JPG,HORSE
11696,rev04/11/11_20210206 (705).JPG,WILDBOAR
4008,rev04/15/15_20210213 (16197).JPG,CERVIDAE
21655,rev14/9/9_20211130 (1330).JPG,COW
2287,rev04/31/31_20210217 (509).JPG,EMPTY
8655,rev14/10/10_20211125 (615).JPG,DEER
11982,rev04/18/18_20210127 (1151).JPG,WILDBOAR
9157,rev12/39/39_20211003 (1027).JPG,WILDBOAR
444,rev03/40/40_20210106 (3685).JPG,EMPTY
10268,rev14/10/10_20211130 (2043).JPG,WILDBOAR
8630,rev03/37/37_20210106 (2879).JPG,DEER
672,rev14/21/21_20211203 (4450).JPG,EMPTY
22132,rev07/9/9_20210422 (312).JPG,FALLOWDEER
1494,rev11/24/24_20210823 (17404).JPG,EMPTY
20232,rev03/21/21_20201228 (1655).JPG,COW
19822,rev07/39/39_20210505 (1809).JPG,COW
5261,rev05/41/41_20210223 (124).JPG,CERVIDAE
11744,rev03/37/37_20201221 (1250).JPG,WILDBOAR
3751,rev01/34/34_20201026 (865).JPG,CERVIDAE
2670,rev08/5/5_20210531 (3642).JPG,EMPTY
17140,rev15/36/36_20211217 (3).JPG,HUMANORVEHICLE
19047,rev08/33/33_20210615 (1047).JPG,GENET
15217,rev10/9/9_20210803 (1900).JPG,BADGER
13378,rev07/11/11_20210422 (661).JPG,FOX
2083,rev06/24/24_20210403 (7999).JPG,EMPTY
80,rev09/49/49_20210625 (7040).JPG,EMPTY
27021,rev03/15/15_20201227 (2301).JPG,HORSE
20031,rev01/21/21_20201107 (3571).JPG,COW
17758,rev08/47/47_20210615 (2253).JPG,HUMANORVEHICLE
14150,rev05/11/11_20210224 (241).JPG,FOX
9696,rev04/25/25_20210130 (1331).JPG,WILDBOAR
14067,rev06/11/11_20210409 (1487).JPG,FOX
25275,rev09/44/44_20210624 (362).JPG,HORSE
6572,rev01/21/21_20201102 (2113).JPG,DEER
23076,rev09/28/28_20210616 (244).JPG,FALLOWDEER
537,rev14/39/39_20211127 (1990).JPG,EMPTY
12700,rev15/50/50_20220122 (8071).JPG,FOX
29187,rev01/6/6_20201031 (2543).JPG,LEPORID
646,rev08/25/25_20210517 (2361).JPG,EMPTY
20542,rev08/17/17_20210605 (508).JPG,COW
12482,rev06/42/42_20210319 (15).JPG,FOX
3109,rev15/38/38_20220108 (1676).JPG,CERVIDAE
29382,rev01/6/6_20201030 (2203).JPG,RABBIT
21564,rev14/21/21_20211213 (8202).JPG,COW
9624,rev03/40/40_20210104 (3611).JPG,WILDBOAR
14935,rev08/11/11_20210606 (5763).JPG,FOX
25378,rev08/46/46_20210613 (1234).JPG,HORSE
26070,rev02/15/15_20201128 (3955).JPG,HORSE
22177,rev13/9/9_20211102 (2743).JPG,FALLOWDEER
8524,rev13/50/50_20211028 (5529).JPG,DEER
3030,rev07/22/22_20210423 (1733).JPG,CERVIDAE
2102,rev05/13/13_20210223 (1499).JPG,EMPTY
9554,rev14/28/28_20211204 (894).JPG,WILDBOAR
21412,rev10/9/9_20210719 (973).JPG,COW
7145,rev05/24/24_20210222 (790).JPG,DEER
27582,rev05/17/17_20210305 (244).JPG,HORSE
3891,rev08/36/36_20210527 (15262).JPG,CERVIDAE
24661,rev15/10/10_20211223 (1252).JPG,FALLOWDEER
1995,rev13/49/49_20211103 (998).JPG,EMPTY
26842,rev08/49/49_20210605 (25592).JPG,HORSE
10786,rev05/37/37_20210307 (705).JPG,WILDBOAR
4925,rev08/28/28_20210612 (11826).JPG,CERVIDAE
4975,rev05/15/15_20210303 (6029).JPG,CERVIDAE
24327,rev01/9/9_20201107 (743).JPG,FALLOWDEER
9422,rev14/49/49_20211211 (2354).JPG,WILDBOAR
10639,rev06/11/11_20210319 (87).JPG,WILDBOAR
2978,rev11/49/49_20210828 (9993).JPG,EMPTY
3573,rev06/5/5_20210406 (2116).JPG,CERVIDAE
7372,rev05/22/22_20210227 (552).JPG,DEER
28539,rev13/20/20_20211104 (830).JPG,LEPORID
26085,rev02/15/15_20201127 (3521).JPG,HORSE
1115,rev09/5/5_20210628 (2655).JPG,EMPTY
13015,rev15/17/17_20211220 (43).JPG,FOX
3088,rev15/45/45_20211230 (317).JPG,CERVIDAE
13785,rev04/39/39_20210116 (53).JPG,FOX
3466,rev01/21/21_20201110 (4252).JPG,CERVIDAE
26695,rev11/2/2_20210819 (19027).JPG,HORSE
13747,rev04/2/2_20210120 (2267).JPG,FOX
23097,rev15/9/9_20220122 (2326).JPG,FALLOWDEER
13262,rev13/10/10_20211118 (6920).JPG,FOX
23733,rev08/31/31_20210612 (3794).JPG,FALLOWDEER
8232,rev10/36/36_20210717 (16368).JPG,DEER
14961,rev04/34/34_20210115 (32).JPG,FOX
7624,rev08/10/10_20210515 (34).JPG,DEER
14481,rev01/34/34_20201031 (3002).JPG,FOX
7025,rev12/35/35_20210929 (534).JPG,DEER
799,rev07/28/28_20210510 (5945).JPG,EMPTY
22477,rev05/2/2_20210316 (4325).JPG,FALLOWDEER
427,rev12/4/4_20211005 (1664).JPG,EMPTY
28685,rev15/4/4_20211217 (413).JPG,LEPORID
17129,rev07/32/32_20210417 (5).JPG,HUMANORVEHICLE
19587,rev10/9/9_20210806 (2497).JPG,COW
18363,rev01/20/20_20201024 (1).JPG,HUMANORVEHICLE
24758,rev09/9/9_20210617 (276).JPG,FALLOWDEER
14838,rev05/24/24_20210309 (2523).JPG,FOX
20256,rev01/17/17_20201106 (685).JPG,COW
14184,rev07/9/9_20210419 (81).JPG,FOX
